followers,f_of_f_candidate_followers,n_f_of_f,ratio,n_candidate_followers,ratio_normalized,UserID,Real Name,Screenname,Profile Description,Profile Created At,URL,Location,UTC Offset,Time Zone,Favourites Count,Friends Count,Followers Count,Statuses Count,Profile Image URL,candidate_name,names_merge
1.9976429769351274e+17,61.290458488228005,6340.850557620818,0.014079129559579797,4035.0,3.489251439796711e-06,259045004,Corey Stewart,CoreyStewartVA,Conservative Republican / Former Trump Chairman / Donate: https://t.co/R4Dl1rXCBD #DefeatKaine Follow ≠ endorsement,Tue Mar 01 01:31:25 +0000 2011,https://t.co/y0e5YS2cGP,"Woodbridge, VA",None,None,2439,11864,26697,7172,http://pbs.twimg.com/profile_images/875486155071827969/tbZ3uX7C.jpg,corey stewart,corey stewart
1.3506919885665098e+17,19.719075438150877,1852.7978155956312,0.0401696253431632,3937.0,1.0203105243373902e-05,259341329,Tate Reeves,tatereeves,"Dad of 3 daughters 👧👧👧 , husband to Elee 💏, current Lieutenant Governor of Mississippi and candidate for Governor of Mississippi.",Tue Mar 01 17:27:58 +0000 2011,https://t.co/CtfAfP1ygx,"Flowood, MS",None,None,228,1855,14942,3949,http://pbs.twimg.com/profile_images/1117866454475509766/wEAqsHKZ.jpg,tate reeves,tate reeves
1.404177750563957e+17,26.080759493670886,2120.001012658228,0.04872204579815804,3950.0,1.2334695138774177e-05,275687683,Jim Hood,HoodForGovernor,"Attorney General of Mississippi. Running for #MSgov in 2019 to put Mississippi families first - Expanding access to healthcare, improving our schools and roads.",Fri Apr 01 19:57:29 +0000 2011,https://t.co/MVIYkT8Fbl,"Mississippi, USA",None,None,613,1300,10230,2535,http://pbs.twimg.com/profile_images/1143179625402634241/f21iD8Ac.jpg,jim hood,jim hood
2.628689926359834e+17,12.436820083682008,4107.88870292887,0.011811204219700862,1195.0,9.883852903515375e-06,304137182,Susan Hutchison,Susan4Senate,"Official Campaign Twitter Account for Susan Hutchison, GOP Candidate for United States Senate. Proud mom, wife, and daughter of military officers.",Tue May 24 00:37:16 +0000 2011,https://t.co/jEzmRsFjCi,"Bellevue, WA",None,None,25,19,1503,357,http://pbs.twimg.com/profile_images/1009498900506370048/K2cDFl4z.jpg,susan hutchison,susan hutchison
1.1063986154325549e+17,30.41805766312595,4756.17880627213,0.03690314937868711,3954.0,9.333118204017985e-06,323490669,Deb Fischer,DebFischerNE,"Deb Fischer is a cattle rancher, proud Nebraskan, and U.S. senator.",Fri Jun 24 22:41:23 +0000 2011,https://t.co/VTiqEYZfOv,Nebraska,None,None,1,1642,4845,881,http://pbs.twimg.com/profile_images/869967410945830918/-JsSRHYq.jpg,deb fischer,deb fischer
1.9210098528329382e+17,0.2508439366398338,846.1337314983122,0.00021347573529770507,3851.0,5.543384453329143e-08,342863309,Beto O'Rourke,BetoORourke,"Building a new kind of politics through a grassroots campaign for America -- for everyone in America. Powered by people, not PACs.",Tue Jul 26 18:05:52 +0000 2011,https://t.co/W2jeGJ9ErW,"El Paso, TX",None,None,3523,815,1570733,7341,http://pbs.twimg.com/profile_images/1018220845829951489/k52zY0rS.jpg,beto o'rourke,beto o'rourke
1.6603014796574813e+17,8.737837837837837,3787.1874692874694,0.0026789376970737812,4070.0,6.582156503866779e-07,364214133,"Dr. Shiva Ayyadurai, MIT PhD. Inventor of Email",va_shiva,Scientist. Inventor. Statesman. US Senate 2020. ONE Term. 100% for You.,Mon Aug 29 11:56:32 +0000 2011,https://t.co/yD9pUW4Nxn,"Cambridge, MA",None,None,15983,2283,61577,17289,http://pbs.twimg.com/profile_images/1152766391805763584/dvvPaK2N.jpg,"dr shiva ayyadurai, mit phd inventor of email",dr email
8.611700546388091e+16,26.050276641808995,4277.90137118114,0.016228094055746156,4157.0,3.9037993879591464e-06,407039290,Menendez for NJ,BobMenendezNJ,"Official campaign account of Senator Bob Menendez. Tweets are from #TeamMenendez unless signed with ""-Bob""",Mon Nov 07 15:08:13 +0000 2011,https://t.co/3GCJETcesT,"New Jersey, USA",None,None,831,9360,15047,3319,http://pbs.twimg.com/profile_images/981244479142326274/Oawv9GpT.jpg,menendez for nj,menendez nj
1.9135429519617206e+17,11.27426376440461,3540.3854033290654,0.007519035492603658,3905.0,1.9254892426641884e-06,460376288,Heidi Heitkamp,HeidiHeitkamp,"Former U.S. Senator, ND Atty Gen & ND Tax Commish. Wife, mom, sister. Breast cancer survivor. @CNBC contributor. @ABC news contributor. Founder @_OneCountry_",Tue Jan 10 17:57:11 +0000 2012,None,"North Dakota, USA",None,None,2003,256,28513,2354,http://pbs.twimg.com/profile_images/1057445365375414272/P_Z4RLNU.jpg,heidi heitkamp,heidi heitkamp
5.225039251103911e+17,0.2740676496097138,754.3925990170569,0.00012010867921644164,3459.0,3.472352680440645e-08,476256944,Sen Dianne Feinstein,SenFeinstein,United States Senator from California. On Facebook at: https://t.co/RVLkJPLS9Y,Fri Jan 27 23:06:59 +0000 2012,https://t.co/nLdPE0lrC6,California,None,None,0,225,1366316,9081,http://pbs.twimg.com/profile_images/1138195246616076288/0m4qtUno.png,sen dianne feinstein,sen feinstein
1.726974026316352e+16,464.8303094983992,10636.238847385272,0.10369196294676354,4685.0,2.213275623196661e-05,567930956,Craig Bowden,Bowden4Senate,Libertarian activist. Former member of the Libertarian National Committee.,Tue May 01 06:40:57 +0000 2012,https://t.co/MKXYpgs0hS,"North Ogden, UT",None,None,802,6010,6185,55055,http://pbs.twimg.com/profile_images/954961042764840960/bKXRad-e.jpg,craig bowden,craig bowden
2.229079991867793e+17,23.375161040968823,2843.168770935326,0.013870958416259495,3881.0,3.5740681309609593e-06,926810064,Eric Brakey,SenatorBrakey,Candidate for US Congress. Former Maine State Senator and 2018 GOP US Senate Nominee.,Mon Nov 05 04:10:18 +0000 2012,https://t.co/W9nLc0aDxE,"Auburn, ME",None,None,1724,293,10240,3852,http://pbs.twimg.com/profile_images/1161240102485614592/pyhh_dhz.jpg,eric brakey,eric brakey
4.1105697204950957e+17,0.08638888888888889,602.4961111111111,0.00014126676989561576,3600.0,3.9240769415448805e-08,970207298,Elizabeth Warren,SenWarren,"U.S. Senator, Massachusetts. She/her/hers. Official Senate account.",Sun Nov 25 15:14:27 +0000 2012,http://t.co/wsbNrrUt, ,None,None,10,493,5305029,4605,http://pbs.twimg.com/profile_images/722044174799777792/bXaodRhx.jpg,elizabeth warren,elizabeth warren
4.826689612994394e+17,1.5283453237410072,1262.2227338129496,0.002674143954640222,3475.0,7.695378286734474e-07,1068481578,Senator Angus King,SenAngusKing,News from the office of Independent U.S. Senator Angus King of Maine. Operated by the Press Team. Following/retweeting does not equal an endorsement.,Mon Jan 07 14:52:27 +0000 2013,http://t.co/i9TZOoGqOm, ,None,None,140,546,207742,4237,http://pbs.twimg.com/profile_images/378800000406004520/c5e846a94969202654cf1ac5fafc3659.jpeg,senator angus king,senator king
2.1864428618493725e+17,0.4868148914167528,1243.3128231644262,0.0001922480124228948,3868.0,4.970217487665325e-08,1074480192,Senator Ted Cruz,SenTedCruz,Representing the State of Texas in the United States Senate.,Wed Jan 09 18:11:37 +0000 2013,https://t.co/9HWCyvsTvJ,"Houston, Texas",None,None,408,6955,1284626,11042,http://pbs.twimg.com/profile_images/1100507943458484236/KICyvXVn.jpg,senator ted cruz,senator cruz
3.936119139279772e+17,4.234963462619449,1617.4454749859472,0.008932228405035348,3558.0,2.510463295400611e-06,1074518754,Sen. Tammy Baldwin,SenatorBaldwin,"Official Twitter account of United States Senator Tammy Baldwin's office, proudly working for the State of Wisconsin.",Wed Jan 09 18:29:44 +0000 2013,http://t.co/p7vErFeoRD,"Washington, D.C.",None,None,481,2656,111616,13417,http://pbs.twimg.com/profile_images/888484691120148481/IQiOuvpT.jpg,sen tammy baldwin,sen baldwin
5.399919480022997e+17,1.4337278106508875,1122.7612426035503,0.0018111733824948443,3380.0,5.358501131641554e-07,1099199839,Martin Heinrich,MartinHeinrich,United States Senator from New Mexico,Thu Jan 17 20:24:19 +0000 2013,https://t.co/97adkYcq3x, ,None,None,682,575,189848,7652,http://pbs.twimg.com/profile_images/1091387172282867718/pNhlcC9I.jpg,martin heinrich,martin heinrich
2.859859395912405e+17,58.2155104194144,4490.519915589554,0.021989057405554836,3791.0,5.800331681760675e-06,1376252790,Matt Rosendale,MattForMontana,"Wife: Jean (33 years). Sons: Matt Jr, Brien & Adam. #mtpol #mtal",Wed Apr 24 05:42:15 +0000 2013,https://t.co/Pi3gm4GoxY,"Glendive, Montana",None,None,319,831,12660,1290,http://pbs.twimg.com/profile_images/1135411092828504064/Zt4Pwoom.jpg,matt rosendale,matt rosendale
2.184410753226378e+17,6.8192090395480225,2355.731638418079,0.013008480793647957,708.0,1.8373560443005584e-05,1466124576,Neal Dikeman,nealdikeman,"Serial entrepreneur, Libertarian Nominee for US Senate from Texas, father of 2 girls",Wed May 29 01:54:58 +0000 2013,https://t.co/MxeAC3Rah2,"Houston, TX",None,None,204,376,873,534,http://pbs.twimg.com/profile_images/993333674018926592/ao550bhq.jpg,neal dikeman,neal dikeman
639336820.5,0.0,10514.5,0.0,2.0,0.0,1477484929,paula overby,paulaoverby, ,Sun Jun 02 14:42:30 +0000 2013,None, ,None,None,0,0,2,0,http://abs.twimg.com/sticky/default_profile_images/default_profile.png,paula overby,paula overby
2.4029015290157043e+17,32.38958277969705,3163.5665692266807,0.009701835796154433,3763.0,2.578218388560831e-06,1861019372,Mike Braun,braun4indiana,"Mike Braun, a lifelong resident of Jasper, Indiana, is a conservative businessman and U.S. Senator from Indiana. #IBackBraun Official: @SenatorBraun",Fri Sep 13 16:01:50 +0000 2013,https://t.co/Ibyjih9OTm,"Jasper, IN",None,None,19,35,18205,647,http://pbs.twimg.com/profile_images/927519119938686978/G-FNwpJ6.jpg,mike braun,mike braun
2.4980220924315504e+17,60.66096654275093,4087.3048327137544,0.07086391149317368,2690.0,2.6343461521625863e-05,1912799826,Dan Bishop,jdanbishop,"Personal/campaign account - NC State Senator, Lawyer, candidate for Congress in the 9th CD",Sat Sep 28 02:03:15 +0000 2013,https://t.co/PhDX5lvOpO,"Charlotte, NC",None,None,2257,661,3502,1588,http://pbs.twimg.com/profile_images/849111620924190721/0VdFDpoK.jpg,dan bishop,dan bishop
1.5187087040522256e+17,25.65272819989801,3594.609637939827,0.0312667160511456,3922.0,7.972135658119747e-06,2151872245,Jane Raybould,JaneRaybould,"I’m running for U.S. Senate. 🇺🇸 Proud 4th-Generation Nebraskan, 2nd-Generation Grocer. Wife & Mom to Clara, Gabe & the pups — Milo & Buddy",Wed Oct 23 23:46:10 +0000 2013,https://t.co/92ZKWC62BP,"Lincoln, Nebraska",None,None,196,392,4960,929,http://pbs.twimg.com/profile_images/992143888893722624/Q2fpDjhv.jpg,jane raybould,jane raybould
1.86075901014921e+17,13.401228501228502,2611.6513513513514,0.00537203326559666,4070.0,1.3199098932669929e-06,2335899655,Jenny Wilson,JennyWilsonUT,Salt Lake County Mayor. Mom. 5th generation Utahn. Filmmaker.,Mon Feb 10 01:20:00 +0000 2014,https://t.co/uo4jdtaPSQ,"Salt Lake City, UT",None,None,1817,644,31088,2699,http://pbs.twimg.com/profile_images/1100866378586714112/7C-Asgzb.jpg,jenny wilson,jenny wilson
2.468356385651899e+17,62.2098156323033,4131.369254739029,0.01893704916504764,3851.0,4.917436812528579e-06,2337241560,Jim Renacci,JimRenacci,Father | Husband | Former Mayor | Volunteer Firefighter | Businessman | Former US Congressman | 2018 Republican Nominee for US Senate,Mon Feb 10 20:49:38 +0000 2014,https://t.co/TCnadyabXd,Ohio,None,None,750,927,10287,3210,http://pbs.twimg.com/profile_images/1027141496737214464/WsGK2X5U.jpg,jim renacci,jim renacci
2.4459312040113062e+17,9.212418300653594,1985.1530501089326,0.005150900360234497,3672.0,1.4027506427653854e-06,2352629311,Josh Hawley,HawleyMO,"Constitutional lawyer, husband to Erin, Dad to Elijah and Blaise, US Senator from Missouri",Thu Feb 20 03:13:57 +0000 2014,https://t.co/rJtdXKw4ol,"Missouri, USA",None,None,422,1111,72147,2970,http://pbs.twimg.com/profile_images/1097246042934992898/YqXTdt3v.jpg,josh hawley,josh hawley
2.922691352612626e+17,553.7215666582978,11245.012553351746,0.06530790614881021,3983.0,1.6396662352199326e-05,2497703605,Matthew Corey,MattCoreyCT,"A proud Navy veteran, small business owner, and Republican candidate for U.S. Senate in CT. #Navy #USN #MAGAVeteran 🇺🇸 Email us at: Info@CoreyForSenate.com",Fri May 16 04:06:12 +0000 2014,https://t.co/GczukKeaqg,Connecticut,None,None,907,5007,5910,1039,http://pbs.twimg.com/profile_images/730027793912844288/YlS3-yJY.jpg,matthew corey,matthew corey
2.069926342312067e+16,11.444444444444445,61361.765432098764,0.014525504511194762,81.0,0.00017932721618758968,2599913002,Shawn O'Hara,OHaraCampaign,Don't call it a comeback. I been here for years | Love Jesus | Walk everyday for exercise #Oharacane parody account,Wed Jun 11 02:53:45 +0000 2014,None,H'burg whudup,None,None,2,560,86,134,http://pbs.twimg.com/profile_images/476560147121467392/e-mik6lW.jpeg,shawn o'hara,shawn o'hara
1.0258022015648163e+17,38.182058047493406,5241.601583113456,0.06151527440674253,379.0,0.00016230943115235491,2770085239,Bob Flanders,rgflandersjr,"I am a business litigator concentrating on high-stakes, complex disputes and business and government problem-solving engagements.",Tue Aug 26 14:27:37 +0000 2014,https://t.co/VgOSJF9YUu,"Providence, RI",None,None,18,385,437,78,http://pbs.twimg.com/profile_images/954865116989796353/R9VXPB5I.jpg,bob flanders,bob flanders
1.9635078872157482e+17,33.659701492537316,5265.489552238806,0.014791648096115231,335.0,4.4154173421239484e-05,2836931870,marcia_marcia,triple_marcia,"Running for US Senate in Michigan. Non-corporatist, striving for true representation of the People of Michigan in DC",Wed Oct 01 16:43:07 +0000 2014,https://t.co/MGWQ6FKhNJ,"St Clair Shores, MI",None,None,831,58,405,484,http://pbs.twimg.com/profile_images/766376744400003072/ITKSMcPH.jpg,marcia_marcia,marcia_marcia marcia_marcia
1.5876959789366432e+17,7.962784286698828,3636.456237077877,0.010237844160692245,2902.0,3.5278580843184803e-06,2853793517,Sen. Murphy Office,SenMurphyOffice,Office of U.S. Senator Chris Murphy. Staff share press items & updates on Chris's work for Connecticut. Follow Chris at @ChrisMurphyCT,Fri Oct 31 20:54:02 +0000 2014,http://t.co/aSMNomDgD5, ,None,None,6,29,3594,1208,http://pbs.twimg.com/profile_images/528640956577230848/7MwZKzA8.jpeg,sen murphy office,sen office
