UserID	Real Name	Screenname	Profile Description	Profile Created At	URL	Location	UTC Offset	Time Zone	Favourites Count	Friends Count	Followers Count	Statuses Count	Profile Image URL
899697830918373376	Eve Reyes-Aguirre	EveForUSSenate	Running for #AZSEN in 2018 #Indigenous Woman. Community Organizer for 20yrs. Campaign is fueled by the people, not corporate interests #GreenParty #eve4az ✊🏽🌻	Mon Aug 21 18:20:53 +0000 2017	https://t.co/LUSeUll12Z	Phoenix, AZ	None	None	139	153	517	255	http://pbs.twimg.com/profile_images/952658338709356544/1lDeZLMe.jpg
16916445	(((Adam Frodo Kokesh)))	adamkokesh	Pragmatic #Libertarian & combat vet running for POTUS to localize the fedl govt & #FinallyFreeAmerica! https://t.co/RGUnK4W05E https://t.co/eIgIrbHFu4	Thu Oct 23 00:46:14 +0000 2008	https://t.co/lM98ivV3sR	Ash Fork, AZ	None	None	23882	1339	54026	29285	http://pbs.twimg.com/profile_images/1132336273627074562/K4QGG6A5.jpg
30815935	Kevin de Leόn	kdeleon	LA-born, CA-raised. CA Senate President pro Tempore Emeritus. Architect of 💯% Clean Energy & CalSavers Retirement Savings Program for CA.	Mon Apr 13 05:37:44 +0000 2009	https://t.co/xsJqrFFPYL	California, USA	None	None	10374	713	55974	8167	http://pbs.twimg.com/profile_images/1005168086238953472/wgpA95p8.jpg
476256944	Sen Dianne Feinstein	SenFeinstein	United States Senator from California. On Facebook at: https://t.co/RVLkJPLS9Y	Fri Jan 27 23:06:59 +0000 2012	https://t.co/nLdPE0lrC6	California	None	None	0	225	1366316	9081	http://pbs.twimg.com/profile_images/1138195246616076288/0m4qtUno.png
2497703605	Matthew Corey	MattCoreyCT	A proud Navy veteran, small business owner, and Republican candidate for U.S. Senate in CT. #Navy #USN #MAGAVeteran 🇺🇸 Email us at: Info@CoreyForSenate.com	Fri May 16 04:06:12 +0000 2014	https://t.co/GczukKeaqg	Connecticut	None	None	907	5007	5910	1039	http://pbs.twimg.com/profile_images/730027793912844288/YlS3-yJY.jpg
150078976	Chris Murphy	ChrisMurphyCT	U.S. Senator from Connecticut.	Mon May 31 01:22:43 +0000 2010	None	 	None	None	1212	201	791934	19409	http://pbs.twimg.com/profile_images/871076844904361985/7NorOQHB.jpg
2853793517	Sen. Murphy Office	SenMurphyOffice	Office of U.S. Senator Chris Murphy. Staff share press items & updates on Chris's work for Connecticut. Follow Chris at @ChrisMurphyCT	Fri Oct 31 20:54:02 +0000 2014	http://t.co/aSMNomDgD5	 	None	None	6	29	3594	1208	http://pbs.twimg.com/profile_images/528640956577230848/7MwZKzA8.jpeg
1163888566079873025	Robert Arlett	RobertArlett	 	Tue Aug 20 19:00:44 +0000 2019	None	 	None	None	8	19	0	2	http://pbs.twimg.com/profile_images/1163889029860843520/jFsrEJ2L.jpg
249787913	Senator Tom Carper	SenatorCarper	Husband, father, proud @USNavy veteran and former governor. U.S. Senator for Delaware and ranking member @EPWDems	Wed Feb 09 19:46:42 +0000 2011	http://t.co/0KSoFFra6j	Delaware	None	None	1145	1429	96470	8448	http://pbs.twimg.com/profile_images/378800000497501114/77d2bd85a246e66e8f77670018fbaaca.jpeg
956324325556146177	Kerri Evelyn Harris	KerriHarrisDE	former 2018 Democratic candidate for US Senate in #Delaware. @justicedems @WorkingFamilies @cpdaction @People4Bernie @OurRevolution #DareToAct #netDE	Thu Jan 25 00:34:21 +0000 2018	https://t.co/nunlIj8Uy7	Delaware, USA	None	None	2695	2925	10195	2352	http://pbs.twimg.com/profile_images/1011012707611389953/4YNzBdpE.jpg
20597460	Bill Nelson	SenBillNelson	Former U.S. Senator from Florida	Wed Feb 11 15:44:25 +0000 2009	None	Florida/ Washington, D.C.	None	None	5	100	347089	1568	http://pbs.twimg.com/profile_images/77360086/senateBillNelson.jpg
994999025668521984	Ron Curtis	rcurtis808	I am a common sense, moderate, reform Republican who ran for the 2018 US Senate seat to represent the people of Hawai’i.	Fri May 11 17:53:48 +0000 2018	https://t.co/lQ0iQ4k1vI	Hawaii, USA	None	None	1549	638	1289	289	http://pbs.twimg.com/profile_images/1005985837849276416/RqCok9-r.jpg
92186819	Senator Mazie Hirono	maziehirono	U.S. Senator Mazie K. Hirono - Proudly Serving the People of Hawaii	Tue Nov 24 03:10:37 +0000 2009	http://t.co/m4u3CFOBHg	Hawaii	None	None	99	1426	414932	5658	http://pbs.twimg.com/profile_images/1130916929957445632/mkavgyCa.jpg
722092071285207042	Lucy Brenton	lucy4senate	Liberty loving Mom of 10, working to keep government out of your bedroom and your wallet. Libertarian candidate for US Senate for Indiana.	Mon Apr 18 15:59:00 +0000 2016	https://t.co/Fs4pSxHjSg	Indiana, USA	None	None	224	83	945	459	http://pbs.twimg.com/profile_images/1049264167725793281/8LuK8tNL.jpg
1861019372	Mike Braun	braun4indiana	Mike Braun, a lifelong resident of Jasper, Indiana, is a conservative businessman and U.S. Senator from Indiana. #IBackBraun Official: @SenatorBraun	Fri Sep 13 16:01:50 +0000 2013	https://t.co/Ibyjih9OTm	Jasper, IN	None	None	19	35	18205	647	http://pbs.twimg.com/profile_images/927519119938686978/G-FNwpJ6.jpg
216503958	Archive: Senator Joe Donnelly	SenDonnelly	The archived tweets of Joe Donnelly, former U.S. Senator for Indiana (1/3/13-1/3/19). This is an inactive account.	Tue Nov 16 22:24:01 +0000 2010	http://t.co/fSOunnwiXz	 	None	None	3	215	112204	6141	http://pbs.twimg.com/profile_images/857707501067923457/TdS-N-Yx.jpg
926810064	Eric Brakey	SenatorBrakey	Candidate for US Congress. Former Maine State Senator and 2018 GOP US Senate Nominee.	Mon Nov 05 04:10:18 +0000 2012	https://t.co/W9nLc0aDxE	Auburn, ME	None	None	1724	293	10240	3852	http://pbs.twimg.com/profile_images/1161240102485614592/pyhh_dhz.jpg
1068481578	Senator Angus King	SenAngusKing	News from the office of Independent U.S. Senator Angus King of Maine. Operated by the Press Team. Following/retweeting does not equal an endorsement.	Mon Jan 07 14:52:27 +0000 2013	http://t.co/i9TZOoGqOm	 	None	None	140	546	207742	4237	http://pbs.twimg.com/profile_images/378800000406004520/c5e846a94969202654cf1ac5fafc3659.jpeg
912402069335805954	Zak Ringelstein	RingelsteinME	Teacher & fighter. Expressing my patriotism by sharing what is possible in an America not ruled by fear, but instead freed by courage, education, and innovation	Mon Sep 25 19:42:59 +0000 2017	https://t.co/yxrSn8LFMa	Maine, USA	None	None	123	290	9295	663	http://pbs.twimg.com/profile_images/1130226336616865793/fTZx_S1G.png
109071031	Senator Ben Cardin	SenatorCardin	U.S. Senator for Maryland. #SaveTheBay. Small Business, Foreign Relations, Enviro, Finance committees. https://t.co/Rwn7M4xbXO	Wed Jan 27 22:03:53 +0000 2010	https://t.co/Vn15gdjyCO	Maryland, USA	None	None	1966	2818	244605	10606	http://pbs.twimg.com/profile_images/1138098556747866113/mfGRdxbk.jpg
913073247469604864	Neal Simon	nealjsimon	Believer in community service and in government for people not parties. 2018 Candidate for US Senate. Board Chair @communityfndn. Retired CEO of four biz's	Wed Sep 27 16:10:01 +0000 2017	None	Potomac, MD	None	None	581	500	2042	1707	http://pbs.twimg.com/profile_images/975763897339785216/d6m3rCFJ.jpg
3141765771	Edward Shlikas	senatorshlikas	It’s time for some new blood & new faces in the U.S. Senate, someone who represents all Americans’ interests. Shlikas will represent YOU. Write-In for Shlikas.	Mon Apr 06 20:22:09 +0000 2015	None	Maryland, U.S.A.	None	None	2576	1252	1185	21025	http://pbs.twimg.com/profile_images/587591337664352256/SyuIWX1z.jpg
138526050	Arvin Vohra	VoteVohra	Arvin Vohra is a candidate for U.S. Senate, and the Vice Chair of the Libertarian National Committee. His goal is cut government and advance freedom.	Thu Apr 29 20:13:25 +0000 2010	http://t.co/nDS7siDrPo	Bethesda, MD	None	None	2	1794	983	1771	http://pbs.twimg.com/profile_images/860753740/26977_1137950468502_1819605950_270330_391127_n.jpg
101348737	Arvin Vohra	arvinvohra	I'm running for president to end the welfare state and end the income tax.	Sun Jan 03 00:13:37 +0000 2010	https://t.co/L4LK0vAFsg	 	None	None	14	656	1010	135	http://pbs.twimg.com/profile_images/1060052773398556672/Wv8m2LL4.jpg
364214133	Dr. Shiva Ayyadurai, MIT PhD. Inventor of Email	va_shiva	Scientist. Inventor. Statesman. US Senate 2020. ONE Term. 100% for You.	Mon Aug 29 11:56:32 +0000 2011	https://t.co/yD9pUW4Nxn	Cambridge, MA	None	None	15983	2283	61577	17289	http://pbs.twimg.com/profile_images/1152766391805763584/dvvPaK2N.jpg
849277824217362432	Geoff Diehl	DiehlForSenate	You can follow Geoff’s personal account at @RepGeoffDiehl.	Tue Apr 04 15:09:46 +0000 2017	https://t.co/0gZGl0hLPh	Whitman, Massachusetts	None	None	3532	1621	11094	7017	http://pbs.twimg.com/profile_images/1146245958650466309/zpZI0ZUa.jpg
970207298	Elizabeth Warren	SenWarren	U.S. Senator, Massachusetts. She/her/hers. Official Senate account.	Sun Nov 25 15:14:27 +0000 2012	http://t.co/wsbNrrUt	 	None	None	10	493	5305029	4605	http://pbs.twimg.com/profile_images/722044174799777792/bXaodRhx.jpg
861246117689925633	John James	JohnJamesMI	Job Creator, Husband, Dad, West Point grad, combat veteran, Army Ranger/Apache pilot, Conservative, Detroit businessman 🇺🇸	Sun May 07 15:47:30 +0000 2017	https://t.co/NdS5Rz31ok	Detroit, MI	None	None	598	494	184593	2345	http://pbs.twimg.com/profile_images/1081560769668530178/UE6E1PCe.jpg
2836931870	marcia_marcia	triple_marcia	Running for US Senate in Michigan. Non-corporatist, striving for true representation of the People of Michigan in DC	Wed Oct 01 16:43:07 +0000 2014	https://t.co/MGWQ6FKhNJ	St Clair Shores, MI	None	None	831	58	405	484	http://pbs.twimg.com/profile_images/766376744400003072/ITKSMcPH.jpg
20113797	Debbie Stabenow	stabenow	Senator Stabenow proudly represents the great State of Michigan in the U.S. Senate.	Thu Feb 05 01:56:00 +0000 2009	https://t.co/ABucRwPAyB	 	None	None	13	244	51218	2123	http://pbs.twimg.com/profile_images/1057598063148236801/wOa1xT4n.jpg
33537967	Amy Klobuchar	amyklobuchar	U.S. Senator from Minnesota and candidate for President. Text AMY to 91990 to join our homegrown campaign.	Mon Apr 20 14:59:36 +0000 2009	http://t.co/mGGFBfggto	 	None	None	2	140138	756616	9628	http://pbs.twimg.com/profile_images/1059812997982511105/lgFAlE5t.jpg
902612614634725377	Jim Newberger	NewbergerJim	MN State Rep and paramedic. Jim is the endorsed GOP candidate and primary winner for the 2018 U.S. Senate race.	Tue Aug 29 19:23:11 +0000 2017	https://t.co/YchDBDjHeZ	 	None	None	40	503	2675	243	http://pbs.twimg.com/profile_images/1007703122704322561/p83DUuiJ.jpg
1477484929	paula overby	paulaoverby	 	Sun Jun 02 14:42:30 +0000 2013	None	 	None	None	0	0	2	0	http://abs.twimg.com/sticky/default_profile_images/default_profile.png
32125811	David Baria	dbaria	Husband, father, legislator and lawyer. Born and raised on the Mississippi Gulf Coast. 2018 Democratic nominee for U.S. Senate.	Thu Apr 16 19:41:26 +0000 2009	https://t.co/ENl7PU9lWD	 	None	None	11880	1803	7761	14205	http://pbs.twimg.com/profile_images/1165374048693575680/Q-hiqCu4.jpg
761975044549517312	Danny Bedwell	bedwell_guy	Retired Navy Diver. Entrepreneur. Freedom lover and patriot.	Sat Aug 06 17:19:42 +0000 2016	https://t.co/tULcJOQDWF	 	None	None	2855	200	206	1331	http://pbs.twimg.com/profile_images/1004765350167220224/uEGE_xyM.jpg
2599913002	Shawn O'Hara	OHaraCampaign	Don't call it a comeback. I been here for years | Love Jesus | Walk everyday for exercise #Oharacane parody account	Wed Jun 11 02:53:45 +0000 2014	None	H'burg whudup	None	None	2	560	86	134	http://pbs.twimg.com/profile_images/476560147121467392/e-mik6lW.jpeg
20278154	Japheth Campbell	yefeth	Entrepreneur & Internet marketer | Former candidate U.S. Senate | Entertainment Business MS @FullSail | #Bitcoin/Blockchain enthusiast | Retweets ≠ endorsement.	Fri Feb 06 22:24:50 +0000 2009	https://t.co/iBcvmaFoQ9	Springfield, MO	None	None	1331	1032	851	12132	http://pbs.twimg.com/profile_images/378800000435791429/a43275d9b80305c0105c07b5ca507009.jpeg
2352629311	Josh Hawley	HawleyMO	Constitutional lawyer, husband to Erin, Dad to Elijah and Blaise, US Senator from Missouri	Thu Feb 20 03:13:57 +0000 2014	https://t.co/rJtdXKw4ol	Missouri, USA	None	None	422	1111	72147	2970	http://pbs.twimg.com/profile_images/1097246042934992898/YqXTdt3v.jpg
16160352	Claire McCaskill	clairecmc	Former bunch of stuff including Senator from Missouri, currently @NBCNews and @MSNBC analyst, professional grandmother.	Sat Sep 06 20:20:45 +0000 2008	https://t.co/95S80NSH57	Missouri	None	None	22	66	453931	5871	http://pbs.twimg.com/profile_images/914188913358655488/UzU3FTWt.jpg
1376252790	Matt Rosendale	MattForMontana	Wife: Jean (33 years). Sons: Matt Jr, Brien & Adam. #mtpol #mtal	Wed Apr 24 05:42:15 +0000 2013	https://t.co/Pi3gm4GoxY	Glendive, Montana	None	None	319	831	12660	1290	http://pbs.twimg.com/profile_images/1135411092828504064/Zt4Pwoom.jpg
16473577	Jon Tester	jontester	Senate campaign of Jon Tester - dirt farmer & Montana Senator from Big Sandy - RTs, Replies & Follows ≠ Endorsement.	Fri Sep 26 19:59:20 +0000 2008	https://t.co/DSSKRXLcOE	Big Sandy, Montana	None	None	14	3216	33116	3631	http://pbs.twimg.com/profile_images/1879706550/20120307-TwitterProfPic.jpg
323490669	Deb Fischer	DebFischerNE	Deb Fischer is a cattle rancher, proud Nebraskan, and U.S. senator.	Fri Jun 24 22:41:23 +0000 2011	https://t.co/VTiqEYZfOv	Nebraska	None	None	1	1642	4845	881	http://pbs.twimg.com/profile_images/869967410945830918/-JsSRHYq.jpg
2151872245	Jane Raybould	JaneRaybould	I’m running for U.S. Senate. 🇺🇸 Proud 4th-Generation Nebraskan, 2nd-Generation Grocer. Wife & Mom to Clara, Gabe & the pups — Milo & Buddy	Wed Oct 23 23:46:10 +0000 2013	https://t.co/92ZKWC62BP	Lincoln, Nebraska	None	None	196	392	4960	929	http://pbs.twimg.com/profile_images/992143888893722624/Q2fpDjhv.jpg
974753842561601537	Tim Hagan	trexhagan	 	Fri Mar 16 21:06:40 +0000 2018	https://t.co/YQlOXNH35R	Nevada, USA	None	None	58	138	63	57	http://pbs.twimg.com/profile_images/977010114505850880/DIWxdFXA.jpg
41363507	Dean Heller	DeanHeller	Love my state, stock car racing & the outdoors. All about common sense. Grandkids call me 'Duke'. Gov/Official account: @SenDeanHeller #Battleborn #NVsen	Wed May 20 14:01:08 +0000 2009	http://t.co/kspDbWi8Vd	Carson City, Nevada	None	None	1571	12367	25979	4895	http://pbs.twimg.com/profile_images/1047639666336256000/OJkSDgqq.jpg
885364339321954305	Barry Michaels For U.S. Senate	Barry4USSenate	Candidate for the U.S. Senate with knowledge, experience, common sense and vision to make our nation a better place.	Thu Jul 13 05:04:42 +0000 2017	https://t.co/bnlha1MihE	Las Vegas, Nevada, USA	None	None	1151	33480	12661	3430	http://pbs.twimg.com/profile_images/922454931784609792/y3cfk0Rr.jpg
4749863113	Jacky Rosen	RosenforNevada	Campaign account for U.S. Senator Jacky Rosen. Ready to fight for Nevada's hardworking families.	Tue Jan 12 20:33:06 +0000 2016	https://t.co/rPM1vxxJFb	Henderson, NV	None	None	166	592	36689	2203	http://pbs.twimg.com/profile_images/988891773349982208/LL_DHO23.jpg
958408514807967751	Tricia Flanagan For Senate	NewDayForNJ	Official Page of GOP US Senate Candidate Tricia Flanagan 🇺🇸 2A #NRA #MAGAMajority2020 #PatriotsRising #ConstitutionCaucus #Trump2020	Tue Jan 30 18:36:11 +0000 2018	https://t.co/nZRZWiuUUi	New Jersey, USA	None	None	17678	14856	14762	21432	http://pbs.twimg.com/profile_images/959247154673078274/y9fXyWXr.jpg
1004724076810833921	Hoffman for Senate 2019	hoffman4US2018	Grass roots activist for nearly 40 years --nearly 20 years fighting toxic chemical pollution, then nearly 20 years working for peace and justice.	Thu Jun 07 13:57:41 +0000 2018	None	New Jersey, USA	None	None	2152	611	385	2194	http://pbs.twimg.com/profile_images/1051097314343837697/mbgDgp7_.jpg
949089035556982786	Bob Hugin	BobHugin	Husband | Father | Marine | Business Leader | Proud New Jerseyan running for US Senate b/c NJ deserves a Senator we can be proud of🇺🇸Tweets from Bob signed-BH	Fri Jan 05 01:23:54 +0000 2018	https://t.co/SgfNVS8fNE	New Jersey, USA	None	None	286	576	14605	1150	http://pbs.twimg.com/profile_images/963431594294996993/R4sqnPAH.jpg
407039290	Menendez for NJ	BobMenendezNJ	Official campaign account of Senator Bob Menendez. Tweets are from #TeamMenendez unless signed with "-Bob"	Mon Nov 07 15:08:13 +0000 2011	https://t.co/3GCJETcesT	New Jersey, USA	None	None	831	9360	15047	3319	http://pbs.twimg.com/profile_images/981244479142326274/Oawv9GpT.jpg
873223205292527616	Kevin Kimple	kfkimple	2018 Independent Candidate for U.S. Senate. A candidate for the people.	Fri Jun 09 17:00:10 +0000 2017	None	New Jersey	None	None	91	56	37	211	http://pbs.twimg.com/profile_images/958428349088415744/IFmUobx3.jpg
747234420676038656	Natalie Rivera	voterivera	US Senate 2020	Mon Jun 27 01:05:43 +0000 2016	None	New Jersey 	None	None	451	76	83	275	http://pbs.twimg.com/profile_images/747237865151668224/1yeH_byV.jpg
108460311	Murray Sabrin	msabrin	Murray Sabrin is professor of finance, Ramapo College of New Jersey and founder of the Sabrin Center for Free Enterprise, https://t.co/U1Yir55Ekq	Tue Jan 26 01:00:41 +0000 2010	https://t.co/YjQoPgZ435	Ft. Lee, NJ	None	None	82	1980	1220	1565	http://pbs.twimg.com/profile_images/966737611250327552/4C1kJTSR.jpg
2972291229	Hank Schroeder	hank_schroeder	Official Twitter account of Independent political candidate Hank Schroeder. Currently running for Congress in District 4 of NJ.	Sun Jan 11 00:44:11 +0000 2015	https://t.co/8qjPiv2NPG	Seagirt, NJ	None	None	2	17	24	96	http://pbs.twimg.com/profile_images/723915975666573312/sF0Hesx5.jpg
95713333	Gov. Gary Johnson	GovGaryJohnson	Official Twitter of Governor Gary Johnson, founder of @ouramericainfo, and former two-term Governor of New Mexico.	Wed Dec 09 19:25:37 +0000 2009	https://t.co/3M2npiPOo8	New Mexico	None	None	561	3488	306400	5355	http://pbs.twimg.com/profile_images/921094906227056640/MLbGC1P1.jpg
1099199839	Martin Heinrich	MartinHeinrich	United States Senator from New Mexico	Thu Jan 17 20:24:19 +0000 2013	https://t.co/97adkYcq3x	 	None	None	682	575	189848	7652	http://pbs.twimg.com/profile_images/1091387172282867718/pNhlcC9I.jpg
4785136122	Mick Rich	MickRich4Senate	Candidate for U.S. Senator from New Mexico in 2018	Tue Jan 19 19:29:41 +0000 2016	https://t.co/Z3g49Hkdjp	Albuquerque, NM	None	None	6	158	815	547	http://pbs.twimg.com/profile_images/1034834484464508928/YoD-7VQV.jpg
958786718513160192	Chele Farley	CheleFarley	Chele Farley is an engineer, businesswoman and Republican candidate to represent the Hudson Valley in Congress.	Wed Jan 31 19:39:01 +0000 2018	https://t.co/Fk8pD5GEfq	New York	None	None	198	638	4370	1360	http://pbs.twimg.com/profile_images/1115430641666088967/xaTgIm4o.png
72198806	Kirsten Gillibrand	SenGillibrand	Mom to Theo, Henry and dog Maple. Wife to Jonathan. U.S. Senator from NY. Not “very polite.”	Mon Sep 07 03:53:24 +0000 2009	https://t.co/qccoyKkdDN	New York	None	None	733	1064	1463112	19109	http://pbs.twimg.com/profile_images/1139649498786013184/3aHp3eOC.jpg
460376288	Heidi Heitkamp	HeidiHeitkamp	Former U.S. Senator, ND Atty Gen & ND Tax Commish. Wife, mom, sister. Breast cancer survivor. @CNBC contributor. @ABC news contributor. Founder @_OneCountry_	Tue Jan 10 17:57:11 +0000 2012	None	North Dakota, USA	None	None	2003	256	28513	2354	http://pbs.twimg.com/profile_images/1057445365375414272/P_Z4RLNU.jpg
24768753	Sherrod Brown	SherrodBrown	Grandfather. Dad. @ConnieSchultz’s partner. Indians fan. Proud Ohioan & United States Senator.	Mon Mar 16 21:01:17 +0000 2009	https://t.co/Dq8GTJzC7w	Ohio	None	None	159	5215	69882	6062	http://pbs.twimg.com/profile_images/1007344365445017600/-nfsyOAC.jpg
2337241560	Jim Renacci	JimRenacci	Father | Husband | Former Mayor | Volunteer Firefighter | Businessman | Former US Congressman | 2018 Republican Nominee for US Senate	Mon Feb 10 20:49:38 +0000 2014	https://t.co/TCnadyabXd	Ohio	None	None	750	927	10287	3210	http://pbs.twimg.com/profile_images/1027141496737214464/WsGK2X5U.jpg
94154021	Bob Casey Jr.	Bob_Casey	Proud Pennsylvanian fighting for working families in the US Senate. Official campaign account. Tweets from Bob signed —Bob	Wed Dec 02 19:10:41 +0000 2009	https://t.co/uEp6yqPQSu	Pennsylvania	None	None	7	52	7420	1105	http://pbs.twimg.com/profile_images/937424930479763458/_iqzExGe.jpg
